27	 	0	 	32	 	16	 	16
27	 	16	 	32	 	16	 	16
27	 	32	 	32	 	16	 	16
27	 	48	 	32	 	16	 	16
27	 	64	 	32	 	16	 	16
27	 	80	 	32	 	16	 	16
27	 	96	 	32	 	16	 	16
27	 	112	 	32	 	16	 	16
27	 	128	 	32	 	16	 	16
27	 	144	 	32	 	16	 	16
27	 	160	 	32	 	16	 	16
27	 	176	 	32	 	16	 	16
27	 	192	 	32	 	16	 	16
27	 	208	 	32	 	16	 	16
27	 	224	 	32	 	16	 	16
27	 	240	 	32	 	16	 	16
27	 	240	 	16	 	16	 	16
27	 	224	 	16	 	16	 	16
27	 	208	 	16	 	16	 	16
27	 	192	 	16	 	16	 	16
27	 	176	 	16	 	16	 	16
27	 	160	 	16	 	16	 	16
27	 	144	 	16	 	16	 	16
27	 	128	 	16	 	16	 	16
27	 	112	 	16	 	16	 	16
27	 	96	 	16	 	16	 	16
27	 	80	 	16	 	16	 	16
27	 	64	 	16	 	16	 	16
27	 	48	 	16	 	16	 	16
27	 	32	 	16	 	16	 	16
27	 	16	 	16	 	16	 	16
27	 	0	 	16	 	16	 	16
27	 	3312	 	32	 	16	 	16
27	 	3328	 	32	 	16	 	16
27	 	3344	 	32	 	16	 	16
27	 	3360	 	32	 	16	 	16
27	 	3376	 	32	 	16	 	16
27	 	3392	 	32	 	16	 	16
27	 	3408	 	32	 	16	 	16
27	 	3424	 	32	 	16	 	16
27	 	3440	 	32	 	16	 	16
27	 	3456	 	32	 	16	 	16
27	 	3472	 	32	 	16	 	16
27	 	3488	 	32	 	16	 	16
27	 	3504	 	32	 	16	 	16
27	 	3520	 	32	 	16	 	16
27	 	3536	 	32	 	16	 	16
27	 	3552	 	32	 	16	 	16
27	 	3568	 	32	 	16	 	16
27	 	3584	 	32	 	16	 	16
27	 	3600	 	32	 	16	 	16
27	 	3616	 	32	 	16	 	16
27	 	3632	 	32	 	16	 	16
27	 	3648	 	32	 	16	 	16
27	 	3664	 	32	 	16	 	16
27	 	3680	 	32	 	16	 	16
27	 	3696	 	32	 	16	 	16
27	 	3712	 	32	 	16	 	16
27	 	3728	 	32	 	16	 	16
27	 	3744	 	32	 	16	 	16
27	 	3760	 	32	 	16	 	16
27	 	3776	 	32	 	16	 	16
27	 	3792	 	32	 	16	 	16
27	 	3808	 	32	 	16	 	16
27	 	3808	 	16	 	16	 	16
27	 	3792	 	16	 	16	 	16
27	 	3776	 	16	 	16	 	16
27	 	3760	 	16	 	16	 	16
27	 	3744	 	16	 	16	 	16
27	 	3728	 	16	 	16	 	16
27	 	3712	 	16	 	16	 	16
27	 	3696	 	16	 	16	 	16
27	 	3680	 	16	 	16	 	16
27	 	3664	 	16	 	16	 	16
27	 	3648	 	16	 	16	 	16
27	 	3632	 	16	 	16	 	16
27	 	3616	 	16	 	16	 	16
27	 	3600	 	16	 	16	 	16
27	 	3584	 	16	 	16	 	16
27	 	3568	 	16	 	16	 	16
27	 	3552	 	16	 	16	 	16
27	 	3536	 	16	 	16	 	16
27	 	3520	 	16	 	16	 	16
27	 	3504	 	16	 	16	 	16
27	 	3488	 	16	 	16	 	16
27	 	3472	 	16	 	16	 	16
27	 	3456	 	16	 	16	 	16
27	 	3440	 	16	 	16	 	16
27	 	3424	 	16	 	16	 	16
27	 	3408	 	16	 	16	 	16
27	 	3392	 	16	 	16	 	16
27	 	3376	 	16	 	16	 	16
27	 	3360	 	16	 	16	 	16
27	 	3344	 	16	 	16	 	16
27	 	3312	 	16	 	16	 	16
27	 	3328	 	16	 	16	 	16
53	 	256	 	32	 	16	 	16
53	 	272	 	32	 	16	 	16
53	 	288	 	32	 	16	 	16
53	 	304	 	32	 	16	 	16
53	 	320	 	32	 	16	 	16
53	 	336	 	32	 	16	 	16
53	 	352	 	32	 	16	 	16
53	 	368	 	32	 	16	 	16
53	 	384	 	32	 	16	 	16
53	 	400	 	32	 	16	 	16
53	 	416	 	32	 	16	 	16
53	 	416	 	32	 	16	 	16
53	 	448	 	32	 	16	 	16
53	 	464	 	32	 	16	 	16
53	 	480	 	32	 	16	 	16
53	 	496	 	32	 	16	 	16
53	 	512	 	32	 	16	 	16
53	 	528	 	32	 	16	 	16
53	 	544	 	32	 	16	 	16
53	 	560	 	32	 	16	 	16
53	 	576	 	32	 	16	 	16
53	 	592	 	32	 	16	 	16
53	 	608	 	32	 	16	 	16
53	 	624	 	32	 	16	 	16
53	 	640	 	32	 	16	 	16
53	 	656	 	32	 	16	 	16
53	 	672	 	32	 	16	 	16
53	 	688	 	32	 	16	 	16
53	 	704	 	32	 	16	 	16
53	 	704	 	16	 	16	 	16
53	 	688	 	16	 	16	 	16
53	 	672	 	16	 	16	 	16
53	 	656	 	16	 	16	 	16
53	 	640	 	16	 	16	 	16
53	 	624	 	16	 	16	 	16
53	 	608	 	16	 	16	 	16
53	 	592	 	16	 	16	 	16
53	 	576	 	16	 	16	 	16
53	 	560	 	16	 	16	 	16
53	 	544	 	16	 	16	 	16
53	 	528	 	16	 	16	 	16
53	 	512	 	16	 	16	 	16
53	 	496	 	16	 	16	 	16
53	 	480	 	16	 	16	 	16
53	 	464	 	16	 	16	 	16
53	 	448	 	16	 	16	 	16
53	 	432	 	16	 	16	 	16
53	 	416	 	16	 	16	 	16
53	 	400	 	16	 	16	 	16
53	 	384	 	16	 	16	 	16
53	 	368	 	16	 	16	 	16
53	 	352	 	16	 	16	 	16
53	 	336	 	16	 	16	 	16
53	 	320	 	16	 	16	 	16
53	 	304	 	16	 	16	 	16
53	 	288	 	16	 	16	 	16
53	 	272	 	16	 	16	 	16
53	 	256	 	16	 	16	 	16
53	 	432	 	32	 	16	 	16
53	 	720	 	32	 	16	 	16
53	 	720	 	16	 	16	 	16
53	 	736	 	32	 	16	 	16
53	 	736	 	16	 	16	 	16
53	 	752	 	32	 	16	 	16
53	 	752	 	16	 	16	 	16
53	 	768	 	32	 	16	 	16
53	 	768	 	16	 	16	 	16
53	 	784	 	32	 	16	 	16
53	 	784	 	16	 	16	 	16
53	 	800	 	32	 	16	 	16
53	 	800	 	16	 	16	 	16
53	 	816	 	32	 	16	 	16
53	 	816	 	16	 	16	 	16
53	 	832	 	32	 	16	 	16
53	 	832	 	16	 	16	 	16
53	 	848	 	32	 	16	 	16
53	 	848	 	16	 	16	 	16
53	 	864	 	32	 	16	 	16
53	 	864	 	16	 	16	 	16
53	 	880	 	32	 	16	 	16
53	 	880	 	16	 	16	 	16
53	 	896	 	32	 	16	 	16
53	 	896	 	16	 	16	 	16
53	 	912	 	32	 	16	 	16
53	 	912	 	16	 	16	 	16
53	 	928	 	32	 	16	 	16
53	 	928	 	16	 	16	 	16
53	 	944	 	32	 	16	 	16
53	 	944	 	16	 	16	 	16
53	 	960	 	32	 	16	 	16
53	 	960	 	16	 	16	 	16
53	 	976	 	32	 	16	 	16
53	 	976	 	16	 	16	 	16
53	 	992	 	32	 	16	 	16
53	 	992	 	16	 	16	 	16
53	 	1008	 	32	 	16	 	16
53	 	1008	 	16	 	16	 	16
53	 	1024	 	32	 	16	 	16
53	 	1024	 	16	 	16	 	16
53	 	1040	 	32	 	16	 	16
53	 	1040	 	16	 	16	 	16
53	 	1056	 	32	 	16	 	16
53	 	1056	 	16	 	16	 	16
53	 	1072	 	32	 	16	 	16
53	 	1072	 	16	 	16	 	16
53	 	1088	 	32	 	16	 	16
53	 	1088	 	16	 	16	 	16
53	 	1104	 	32	 	16	 	16
53	 	1104	 	16	 	16	 	16
53	 	1120	 	32	 	16	 	16
53	 	1120	 	16	 	16	 	16
53	 	1136	 	32	 	16	 	16
53	 	1136	 	16	 	16	 	16
53	 	1152	 	32	 	16	 	16
53	 	1152	 	16	 	16	 	16
53	 	1168	 	32	 	16	 	16
53	 	1168	 	16	 	16	 	16
53	 	1184	 	32	 	16	 	16
53	 	1184	 	16	 	16	 	16
53	 	1200	 	32	 	16	 	16
53	 	1200	 	16	 	16	 	16
53	 	1216	 	32	 	16	 	16
53	 	1216	 	16	 	16	 	16
53	 	1232	 	32	 	16	 	16
53	 	1232	 	16	 	16	 	16
53	 	1248	 	32	 	16	 	16
53	 	1248	 	16	 	16	 	16
53	 	1264	 	32	 	16	 	16
53	 	1264	 	16	 	16	 	16
53	 	1280	 	32	 	16	 	16
