1	 	256	 	96	 	16	 	16
1	 	352	 	160	 	16	 	16
1	 	368	 	96	 	16	 	16
1	 	1504	 	160	 	16	 	16
1	 	1696	 	96	 	16	 	16
1	 	1744	 	96	 	16	 	16
1	 	1792	 	96	 	16	 	16
1	 	2064	 	160	 	16	 	16
1	 	2080	 	160	 	16	 	16
1	 	2720	 	96	 	16	 	16
2	 	320	 	96	 	16	 	16
2	 	352	 	96	 	16	 	16
2	 	384	 	96	 	16	 	16
2	 	1232	 	96	 	16	 	16
2	 	1264	 	96	 	16	 	16
2	 	1280	 	160	 	16	 	16
2	 	1296	 	160	 	16	 	16
2	 	1312	 	160	 	16	 	16
2	 	1328	 	160	 	16	 	16
2	 	1344	 	160	 	16	 	16
2	 	1360	 	160	 	16	 	16
2	 	1376	 	160	 	16	 	16
2	 	1392	 	160	 	16	 	16
2	 	1456	 	160	 	16	 	16
2	 	1472	 	160	 	16	 	16
2	 	1488	 	160	 	16	 	16
2	 	1600	 	96	 	16	 	16
2	 	1888	 	96	 	16	 	16
2	 	1936	 	160	 	16	 	16
2	 	1952	 	160	 	16	 	16
2	 	1968	 	160	 	16	 	16
2	 	2048	 	160	 	16	 	16
2	 	2096	 	160	 	16	 	16
2	 	2064	 	96	 	16	 	16
2	 	2080	 	96	 	16	 	16
2	 	2688	 	96	 	16	 	16
2	 	2704	 	96	 	16	 	16
2	 	2736	 	96	 	16	 	16
3	 	336	 	96	 	16	 	16
3	 	1248	 	96	 	16	 	16
3	 	1744	 	160	 	16	 	16
4	 	1024	 	112	 	16	 	16
5	 	1616	 	96	 	16	 	16
9	 	1504	 	96	 	16	 	14
13	 	3168	 	48	 	16	 	16
14	 	3174	 	64	 	2	 	144
15	 	3171	 	209	 	8	 	8
16	 	3160	 	192	 	16	 	16
17	 	376	 	49	 	32	 	16
17	 	1144	 	48	 	32	 	16
17	 	1912	 	48	 	32	 	16
17	 	2679	 	49	 	32	 	16
18	 	663	 	48	 	48	 	16
18	 	1431	 	48	 	48	 	16
18	 	2199	 	48	 	48	 	16
19	 	184	 	47	 	64	 	16
19	 	952	 	47	 	64	 	16
19	 	1720	 	47	 	64	 	16
20	 	135	 	183	 	32	 	24
20	 	311	 	200	 	32	 	24
20	 	903	 	186	 	32	 	24
20	 	1079	 	201	 	32	 	24
20	 	1671	 	184	 	32	 	24
20	 	1846	 	200	 	32	 	24
20	 	2438	 	184	 	32	 	24
20	 	2615	 	202	 	32	 	24
20	 	3208	 	185	 	32	 	24
21	 	583	 	200	 	48	 	24
21	 	1352	 	198	 	48	 	24
21	 	2120	 	200	 	48	 	24
21	 	2888	 	200	 	48	 	24
22	 	439	 	184	 	64	 	24
22	 	1206	 	184	 	64	 	24
22	 	1975	 	185	 	64	 	24
22	 	2744	 	185	 	64	 	24
26	 	3232	 	48	 	80	 	80
34	 	3088	 	64	 	48	 	19
34	 	2560	 	48	 	48	 	19
34	 	2320	 	64	 	48	 	19
34	 	1792	 	48	 	48	 	19
34	 	1552	 	64	 	48	 	19
34	 	1024	 	48	 	48	 	19
34	 	784	 	64	 	48	 	19
34	 	256	 	48	 	48	 	19
34	 	16	 	64	 	48	 	19
33	 	0	 	48	 	80	 	16
33	 	768	 	48	 	80	 	16
33	 	1536	 	48	 	80	 	16
33	 	2304	 	48	 	80	 	16
33	 	3072	 	48	 	80	 	16
23	 	448	 	64	 	32	 	15
23	 	608	 	80	 	32	 	15
